name,poem_count,top_chars
奚贾,3,"成,道,隐,知,容"
苏郁,3,"夜,更,十,个,莫"
李景伯,3,"回,侍,非,恐,窃"
谢偃,3,"花,春,新,声,歌"
王表,3,"春,城,明,楼,日"
张汇,3,"风,微,冰,尘,入"
皇甫湜,3,"然,人,有,间,天"
陆贽,3,"阴,烟,初,日,光"
卢贞,3,"依,树,采,重,九"
丁泽,3,"天,月,日,青,非"
常理,3,"君,花,意,落,小"
张众甫,3,"看,飞,风,独,江"
刘猛,3,"月,光,夜,日,老"
柳公绰,3,"花,夜,山,人,年"
周弘亮,3,"处,风,云,春,明"
裴次元,3,"霜,在,入,散,流"
叶季良,3,"寒,在,随,瑶,比"
潘孟阳,3,"云,答,恩,在,同"
张荐,3,"天,子,春,日,漫"
郑还古,3,"堪,前,骨,歌,生"
湛贲,3,"知,迹,池,能,贵"
杨於陵,3,"时,下,术,受,朝"
崔子向,3,"人,越,木,年,直"
范传正,3,"微,暧,未,融,情"
蔡京,3,"家,山,深,风,逐"
韦皋,3,"至,间,黄,鱼,秦"
窦参,3,"云,飞,有,欲,草"
贺兰进明,3,"见,君,人,空,生"
孙叔向,3,"然,向,迟,主,四"
林藻,3,"出,头,向,分,影"
崔立之,3,"乍,气,入,光,天"
刘皂,3,"阳,君,行,泪,心"
郑常,3,"山,云,野,鸟,江"
欧阳询,3,"团,谁,应,地,下"
冯伉,3,"煌,秩,容,羽,陈"
李希仲,3,"身,边,羽,日,将"
薛馧,3,"前,香,见,理,娇"
慧宣,3,"方,生,绝,深,始"
崔莺莺,3,"人,下,羞,郎,待"
王福娘,3,"日,心,分,赋,人"
刘瑶,3,"遥,花,团,天,耿"
廉氏,3,"生,时,独,微,思"
崔仲容,3,"剪,云,未,归,春"
崔萱,3,"灼,沈,漾,春,明"
刘云,3,"妾,有,秋,蔼,亦"
孙氏,3,"夜,风,玉,飒,满"
程长文,3,"人,时,月,当,如"
寒山,3,"人,有,我,心,生"
李舜弦,3,"濛,香,独,边,池"
王韫秀,3,"秦,阁,贵,机,春"
苏广文,3,"白,春,里,溪,云"
韩常侍,3,"烟,伴,山,拂,锦"
王勣,3,"日,长,妆,人,云"
狄焕,3,"雨,两,棹,天,烟"
胡玢,3,"巢,看,尔,桑,莫"
詹琲,3,"衣,五,鸿,栖,甘"
刘乙,3,"开,今,吾,天,道"
景云,3,"台,门,归,松,鸟"
法照,3,"山,过,多,家,僧"
张萧远,3,"从,辞,光,门,时"
滕传胤,3,"莲,花,潮,立,折"
徐昌图,3,"红,处,孤,风,梦"
裴谞,3,"神,似,畔,风,如"
刘行敏,3,"长,终,生,知,宴"
韦璜,3,"泉,心,日,知,人"
王轩,3,"人,千,国,入,春"
西施,3,"间,鸟,云,外,人"
何光远,3,"檐,桥,琼,佩,解"
龙女,3,"水,月,苦,当,求"
湘中蛟女,3,"华,佳,熙,陶,盈"
眉娘,3,"丹,仙,青,变,有"
知玄,3,"生,花,馀,龙,千"
上元夫人,3,"蓬,云,窥,能,君"
张白,3,"陵,武,天,酒,个"
许宣平,3,"人,归,居,朝,谷"
李梦符,3,"渔,罢,到,徐,修"
惟审,3,"空,春,茫,滴,啼"
李亨,3,"王,惟,天,生,道"
昙域,3,"时,长,山,松,生"
若虚,3,"年,藓,前,松,夜"
澹交,3,"身,未,荣,悠,梦"
刘晏,3,"神,汉,光,有,祚"
翁宏,3,"残,又,今,飞,将"
郑馀庆,3,"开,翠,情,邸,孙"
王铎,3,"主,解,入,光,玉"
李縠,3,"月,归,向,文,声"
赵鸿,3,"青,悠,孤,大,人"
郑仁表,3,"人,拍,时,路,峡"
李骘,3,"云,日,草,远,春"
萧遘,3,"青,瑟,国,江,平"
武瓘,3,"花,人,满,还,谢"
齐浣,3,"君,茕,寂,思,月"
莫宣卿,3,"光,同,书,长,寒"
刘绮庄,3,"人,日,桂,栖,卒"
黄颇,3,"年,堂,羡,生,奏"
杨玢,3,"秋,堪,离,又,我"
祝元膺,3,"天,入,乡,冥,青"
郑史,3,"宋,从,玉,薄,江"
东方虬,3,"春,花,似,胡,龙"
魏扶,3,"尘,深,年,烟,远"
平曾,3,"风,毛,日,珠,看"
朱光弼,3,"王,魏,见,舞,心"
张若虚,3,"月,江,人,流,相"
杜頠,3,"里,马,时,兵,城"
朱昼,3,"色,心,青,我,有"
颜萱,3,"问,当,时,先,生"
郑渥,3,"客,东,回,处,西"
顾在镕,3,"微,坐,犬,高,孤"
贾驰,3,"关,城,河,孤,耿"
钟谟,3,"翩,北,恩,事,南"
萧仿,3,"汪,圣,金,长,渎"
廖凝,3,"日,遥,今,木,纷"
卢从愿,3,"方,坛,乐,发,后"
宋齐丘,3,"天,如,石,欲,金"
李涛,3,"将,社,事,禅,客"
罗衮,3,"年,海,从,望,处"
罗绍威,3,"妆,汉,交,叶,出"
黄巢,3,"花,飒,年,天,尽"
捧剑仆,3,"人,心,出,种,呜"
卢怀慎,3,"疑,空,德,大,代"
陈光,3,"色,云,天,尘,春"
张为,3,"梦,天,醉,我,重"
伍唐珪,3,"苔,堪,钓,水,客"
郑良士,3,"冷,溪,树,风,客"
蔡孚,3,"龙,昔,月,看,马"
路德延,3,"小,时,相,寻,画"
王涣,3,"花,人,君,月,谢"
孙偓,3,"后,日,更,传,同"
韦夏卿,3,"山,霞,切,萧,必"
卢频,3,"花,春,荷,草,心"
李晔,3,"烟,双,山,知,长"
李元纮,3,"花,河,马,君,时"
沈如筠,3,"山,君,流,梦,云"
刘太真,3,"苒,独,见,登,历"
李林甫,3,"月,云,望,东,文"
尹懋,3,"水,山,江,风,湘"
任华,3,"有,人,知,山,狂"
沈宇,3,"青,房,日,风,洞"
崔翘,3,"芳,年,山,文,云"
杜淹,3,"长,心,道,冠,悠"
李岑,3,"日,天,从,帝,轩"
陈元光,3,"龙,岳,介,重,戎"
李崇嗣,3,"愁,尽,知,普,道"
陈希烈,3,"王,光,依,山,心"
周瑀,3,"山,青,纷,云,思"
乔备,3,"纷,秋,思,谁,日"
褚朝阳,3,"时,空,越,池,香"
赵徵明,3,"日,别,凄,时,丛"
张敬忠,3,"落,谁,兵,专,心"
楼颖,3,"水,门,适,青,兴"
长孙无忌,3,"风,游,飒,逐,谁"
张万顷,3,"水,秦,君,山,东"
张昌宗,3,"游,云,掩,车,吹"
崔知贤,3,"芳,风,春,月,居"
宋昱,3,"云,归,生,地,翠"
元万顷,3,"春,夜,凤,阁,帝"
王丘,3,"入,天,风,云,高"
陈嘉言,3,"连,色,归,金,客"
毕耀,3,"玉,人,清,珊,盈"
崔善为,3,"花,重,气,秋,条"
杨浚,3,"草,云,登,阶,直"
韦安石,3,"深,忘,天,露,百"
韩滉,3,"春,年,向,管,日"
徐延寿,3,"春,垂,国,人,起"
李憕,3,"知,才,天,开,云"
张嘉贞,3,"山,天,人,川,明"
常楚老,2,"夜,如,撩,起,腐"
崔玄童,2,"永,聿,琮,福,景"
许碏,2,"人,玉,通,力,精"
赵良器,2,"恩,帝,人,命,万"
熊皦,2,"童,始,平,千,水"
布燮,2,"人,饮,夜,泸,当"
许鼎,2,"淼,悠,犹,苍,水"
酒肆布衣,2,"时,人,春,连,形"
白敏中,2,"天,风,皇,朝,数"
杨谏,2,"江,云,思,时,人"
何扶,2,"旧,花,新,人,年"
李馀,2,"花,子,丝,君,渡"
李瀚,2,"王,张,子,周,陈"
天宝宫人,2,"叶,人,寄,春,题"
郑繇,2,"下,涓,波,寥,廓"
王晙,2,"穰,穆,福,降,备"
崔铉,2,"边,里,解,万,运"
裴潾,2,"我,有,山,如,莫"
柯崇,2,"金,黄,尘,馀,半"
张烜,2,"贱,丝,清,御,路"
金厚载,2,"寂,远,台,波,清"
杨汉公,2,"销,溪,水,楼,清"
窦梁宾,2,"晓,初,红,花,手"
王霞卿,2,"正,烟,春,折,桂"
张希复,2,"共,叶,残,闲,好"
越溪杨女,2,"花,月,生,谢,杨"
李景,2,"长,春,路,雪,风"
柳氏,2,"年,杨,随,堪,岂"
织女,2,"人,期,更,汉,情"
嵩山女,2,"君,神,有,仙,我"
张巡,2,"战,尘,苦,月,更"
何鸾,2,"永,乐,奏,万,福"
王仙仙,2,"相,笼,作,鸳,日"
张元宗,2,"马,胡,茂,路,足"
顾朝阳,2,"莫,将,月,衣,尽"
杜正伦,2,"暮,君,日,玄,风"
钟离权,2,"君,神,心,言,须"
权审,2,"日,愁,多,明,朝"
梁氏琼,2,"妾,死,行,月,胡"
洛川仙女,2,"生,长,术,浮,日"
黄崇嘏,2,"镜,辞,在,松,眉"
元晦,2,"水,西,翻,金,驰"
郭良,2,"林,水,门,山,重"
刘道昌,2,"丹,满,气,功,年"
崔日知,2,"子,高,思,既,日"
李太玄,2,"偶,似,处,茫,复"
梁献,2,"图,点,山,月,衣"
赵谦光,2,"锦,文,列,应,外"
李宾,2,"海,眺,花,风,山"
芮挺章,2,"青,骑,水,玉,衔"
萧彧,2,"情,离,玉,别,篱"
豆卢复,2,"年,多,春,幸,色"
夏侯孜,2,"章,铄,庆,流,报"
吴武陵,2,"生,逐,拂,谢,飏"
张昭,2,"荐,灵,金,星,玉"
封敖,2,"喜,九,日,帝,室"
虞羽客,2,"金,复,连,幽,都"
邹绍先,2,"枫,叶,伤,心,油"
张炽,2,"归,期,违,相,见"
富春沙际鬼,2,"潮,陊,生,名,向"
任生,2,"城,香,尘,心,下"
于頔,2,"我,高,依,水,清"
王感化,2,"天,旌,要,恣,游"
解琬,2,"香,瑞,山,烟,带"
赵蕃,2,"见,圣,发,光,杳"
张锡,2,"路,日,景,光,雪"
冯涓,2,"蜀,大,知,碍,水"
洛中举子,2,"风,尚,头,少,流"
林杰,2,"家,尽,羽,看,碧"
韩昭,2,"烟,秦,山,似,通"
张太华,2,"经,匆,夜,独,冥"
唐晅,2,"悲,阳,妆,空,台"
张令问,2,"试,问,眠,昼,风"
符载,2,"人,太,嫦,画,眉"
宋济,2,"吹,楼,风,花,胡"
杨廉,2,"远,仙,重,阳,浮"
庞德公,2,"千,岁,华,高,才"
陈至,2,"寒,非,水,开,色"
河北士人,2,"归,种,时,衣,握"
李公佐仆,2,"有,我,衣,嫌,尘"
花蕊夫人,2,"花,宫,金,人,红"
张光朝,2,"人,昔,山,成,兹"
严识玄,2,"寂,华,苔,满,沉"
朱冲和,2,"千,里,都,元,薨"
许学士,2,"天,日,归,千,太"
柳泌,2,"日,云,天,遥,开"
紫微孙处士,2,"年,深,玉,知,骨"
焦郁,2,"天,白,带,花,山"
郭良骥,2,"年,人,渺,尘,依"
吴烛,2,"秋,长,泪,承,前"
陈季,2,"月,野,君,清,声"
方壶居士,2,"谢,舟,都,大,业"
王邕,2,"万,在,转,声,风"
杜易简,2,"翻,响,店,近,呈"
唐扶,2,"从,回,大,迎,清"
张氏,2,"泉,今,那,路,迢"
刘晃,2,"大,君,明,赖,实"
萧嵩,2,"礼,帝,文,登,恩"
滕迈,2,"蔼,日,陌,边,里"
韩思复,2,"降,大,有,万,征"
虎丘石壁鬼,2,"幽,复,哀,知,虽"
李播,2,"琴,岁,朝,眠,洛"
李收,2,"幽,粉,独,作,霖"
源光裕,2,"永,毕,方,秀,日"
屈同仙,2,"见,塞,相,秋,地"
蒋挺,2,"维,大,福,降,止"
侯冽,2,"艳,发,繁,风,芳"
王甚夷,2,"和,露,蒙,春,袅"
赵微明,2,"日,别,白,凄,处"
李適之,2,"门,乐,相,今,朱"
萧昕,2,"云,作,襜,功,既"
张孜,2,"人,知,天,手,尘"
怀素,2,"人,松,重,座,对"
张曙,2,"人,雨,花,千,知"
童翰卿,2,"明,心,盈,脉,片"
刘邺,2,"曾,闲,年,迟,虚"
元孚,2,"月,泠,满,独,学"
陆海,2,"磬,灯,风,林,更"
张道古,2,"今,封,更,播,銮"
应物,2,"处,水,龙,画,平"
王季文,2,"天,出,半,阳,风"
孙郃,2,"生,国,子,落,人"
僧鸾,2,"天,明,风,清,西"
神颖,2,"兢,片,潭,古,树"
徐月英,2,"人,失,望,万,事"
怀楚,2,"十,到,寒,轩,连"
陈京,2,"乐,歌,德,至,皆"
潘纬,2,"古,今,风,客,对"
张翚,2,"茫,跻,暮,外,游"
弓嗣初,2,"春,晚,满,华,序"
高球,2,"林,年,春,洛,烟"
司马都,2,"尚,杯,酒,须,寒"
祝钦明,2,"实,微,閟,纂,聿"
王光庭,2,"通,熊,从,台,惠"
周思钧,2,"晚,亭,池,筵,雨"
裴虔馀,2,"日,微,玉,犹,黄"
胡雄,2,"送,海,肃,享,孝"
温庭皓,2,"光,春,相,寒,山"
杨炎,2,"千,万,翠,鸾,翅"
李休烈,2,"天,火,门,人,索"
刘氏云,2,"有,妾,朝,浮,亦"
高峤,2,"日,春,飞,荆,喜"
窦威,2,"方,匈,会,邑,扬"
邢巨,2,"潭,人,溪,海,迹"
薛昭纬,2,"文,衡,平,碟,汗"
郑启,2,"鹤,清,尘,归,未"
陆翱,2,"愁,东,人,石,衰"
罗虬,2,"红,儿,人,花,貌"
裴廷裕,2,"花,半,凄,双,风"
周彦晖,2,"带,蓂,雨,柳,华"
慧偘,2,"非,君,独,杵,知"
李搏,2,"新,风,化,随,曾"
元淳,2,"南,重,处,望,后"
法宣,2,"腰,束,娇,饶,里"
张祎,2,"人,风,东,元,遗"
归登,2,"在,尽,歌,嘉,外"
戴司颜,2,"非,梦,空,萧,冷"
袁瓘,2,"相,马,云,曲,人"
杜羔,2,"心,克,薰,德,咏"
孟昶,2,"时,风,暗,冰,汉"
欧阳瑾,2,"朝,柳,新,雨,轻"
孙处玄,2,"风,欲,王,壮,士"
钱镠,2,"了,没,期,衣,基"
大易,2,"云,未,草,臣,江"
长孙正隐,2,"重,迷,晚,烟,游"
释泚,2,"日,流,心,深,空"
崔璞,2,"菊,岁,敢,安,印"
寇坦,2,"水,兼,空,初,嘉"
苑咸,2,"天,还,文,筌,忘"
冯衮,2,"人,他,家,赌,低"
郑善玉,2,"载,酌,郁,列,迎"
舒道纪,2,"松,老,生,澄,有"
杨知至,2,"翩,春,燕,遇,泣"
周墀,2,"虽,雨,风,年,金"
赵光远,2,"玉,斜,瑶,见,圆"
张琰,2,"春,垂,花,啧,高"
裴休,2,"有,胜,华,知,日"
陈寡言,2,"人,群,还,今,形"
张宣明,2,"朝,悠,万,里,霜"
张固,2,"高,青,山,云,欢"
徐灵府,2,"生,性,寂,那,求"
严郾,2,"春,人,便,雪,少"
裴諴,2,"莲,相,有,争,知"
程紫霄,2,"守,庚,僧,录,琵"
张友正,2,"苍,春,欲,月,叶"
刘媛,2,"君,雨,阳,恩,学"
苏晋,2,"复,情,主,旆,诏"
谭铢,2,"山,性,或,色,偏"
卢尚书,2,"萧,经,半,邻,纱"
殷七七,2,"琴,肠,见,唱,阳"
姜晞,2,"天,灵,欲,傍,还"
张瑛,2,"空,苔,澄,青,沈"
丁棱,2,"皆,心,朝,天,时"
戈牢,2,"有,美,日,袅,知"
韩湘,2,"青,白,世,能,花"
姜皎,2,"龙,从,年,日,还"
滕白,2,"海,种,佳,新,别"
韦丹,2,"纷,日,生,冉,依"
裴耀卿,2,"人,讽,有,入,义"
葛鸦儿,2,"人,蓬,时,仙,玉"
许昼,2,"清,应,成,龙,见"
张齐贤,2,"既,祼,充,飨,愉"
无则,2,"般,知,时,双,谁"
高正臣,2,"落,符,景,迟,叶"
栖一,2,"悠,歌,流,山,尽"
范朝,2,"临,水,连,川,八"
沈颜,2,"亭,山,有,然,如"
李琪,2,"飞,苍,天,远,丈"
张修之,2,"长,平,今,应,改"
裴交泰,2,"宫,闭,种,北,管"
乾康,2,"相,隔,楼,出,奇"
张文恭,2,"两,归,忆,还,汉"
李旦,2,"深,天,地,扆,汹"
李节度姬,2,"绡,情,常,红,必"
杨莱儿,2,"口,莫,长,多,名"
李善夷,2,"堤,汉,虽,行,下"
无闷,2,"萋,石,山,他,向"
常浩,2,"月,时,人,年,画"
怀浦,2,"声,行,心,难,伏"
亚栖,2,"通,神,德,行,异"
宋鼎,2,"树,微,馀,鱼,汉"
杨牢,2,"愁,水,似,里,合"
于兴宗,2,"西,堪,积,天,客"
关盼盼,2,"楼,人,从,任,意"
卢渥,2,"城,人,满,天,映"
王沈,2,"花,萋,长,信,啼"
鲍家四弦,2,"月,白,楼,多,情"
卢溵,2,"台,风,疏,随,晓"
故台城妓,2,"玉,燕,春,梁,犹"
杨敬之,2,"人,诗,离,禾,观"
薛业,2,"年,今,戎,堂,射"
王训,2,"日,底,小,涧,竹"
孙頠,2,"析,月,流,望,凝"
张保胤,2,"时,当,今,如,忆"
李章,2,"春,芳,步,共,宛"
苏瑰,2,"清,飞,重,当,绿"
张松龄,2,"风,乐,湖,还,须"
崔何,2,"清,溶,片,伫,川"
陆羽,2,"羡,入,西,金,年"
李沛,2,"水,天,长,有,朝"
张文规,2,"吴,兴,蘋,进,会"
郑概,2,"江,南,逶,迤,朱"
裴延,2,"徒,人,未,聚,蝶"
李怀远,2,"庭,高,楼,凤,禽"
王纬,2,"石,从,戎,五,残"
许稷,2,"知,年,月,成,众"
范灯,2,"月,忆,汗,砧,杵"
郭遵,2,"逾,天,熙,日,习"
张贾,2,"起,阁,萧,下,知"
苗发,2,"门,承,秋,归,家"
樊珣,2,"时,忆,下,河,四"
李栖筠,2,"人,深,灵,还,十"
黎逢,2,"御,风,日,飞,气"
丘光庭,2,"我,汝,茅,鸱,彼"
张濯,2,"寥,圣,云,应,疑"
宋雍,2,"雨,风,绿,晚,花"
石召,2,"人,相,夜,有,栖"
阎德隐,2,"王,城,天,神,楚"
李茂复,2,"近,眼,行,销,日"
卢储,2,"昔,数,楼,芍,药"
陈通方,2,"习,春,风,台,悠"
唐怡,2,"轮,思,事,皆,零"
徐浩,2,"海,清,山,兹,在"
薛令之,2,"朝,团,盘,有,灯"
席夔,2,"时,青,怜,节,枝"
于逖,2,"我,弟,人,兄,各"
张随,2,"苑,将,日,下,风"
何兆,2,"兄,弟,洛,有,龟"
郭澹,2,"青,阴,从,望,兴"
魏元忠,2,"寿,南,殿,气,下"
赵抟,2,"人,在,声,重,知"
李幼卿,2,"山,心,外,雾,迥"
韦鹏翼,2,"却,岂,从,月,卧"
郑审,2,"华,影,行,心,使"
苏源明,2,"予,方,明,落,增"
朱子真,2,"人,天,前,生,在"
颜粲,2,"将,成,鸣,香,悲"
张正元,2,"沈,思,在,宁,客"
唐暄,2,"阳,悲,室,妆,空"
苏涣,2,"大,如,日,相,人"
王良士,2,"高,仙,芳,金,丽"
穆寂,2,"将,起,习,微,候"
张起,2,"寒,雪,度,君,歌"
罗让,2,"郁,分,梢,律,文"
安凤,2,"离,年,泪,别,处"
员南溟,2,"郁,风,至,烟,云"
殷寅,2,"山,兹,复,拜,济"
韦建,2,"天,清,舟,杳,濛"
萧祜,2,"我,山,有,人,灵"
王播,2,"年,今,行,见,花"
李敬伯,2,"台,思,诗,望,文"
刘蕃,2,"白,忆,栗,貂,裘"
刘长川,2,"然,剑,鬼,伏,事"
温会,2,"台,云,回,梁,飞"
姚向,2,"风,江,秦,层,象"
武少仪,2,"吞,少,如,振,吴"
贺朝清,2,"湖,如,山,尽,见"
许康佐,2,"日,沈,空,辉,英"
石殷士,2,"随,日,望,云,曙"
张嗣初,2,"光,英,亭,日,金"
吴象之,2,"帘,声,常,更,吹"
郑蕡,2,"追,出,长,处,山"
柴宿,2,"分,山,朝,光,见"
崔枢,2,"回,宁,殊,辩,除"
袁傪,2,"寂,新,有,古,知"
裴略,2,"肃,竹,步,下,八"
令狐峘,2,"东,颂,云,清,入"
彭伉,2,"化,祥,君,异,云"
周存,2,"千,同,青,流,影"
卫象,2,"夜,成,才,新,茂"
李愿,2,"女,人,巾,芳,香"
张少博,2,"雪,阙,夜,五,杳"
张佐,2,"当,花,拂,人,龙"
吕敞,2,"人,俗,新,今,花"
钱众仲,2,"贞,色,节,初,月"
牛殳,2,"人,山,飘,声,金"
李贤,2,"摘,瓜,离,使,种"
李敬玄,2,"念,林,里,千,别"
谢邈,2,"云,犹,师,心,归"
李宣远,2,"日,烽,泪,牛,羊"
李宏皋,2,"溪,五,平,地,山"
严巨川,2,"车,将,太,行,风"
唐备,2,"青,风,天,树,波"
杨思玄,2,"文,分,疏,章,宸"
王武陵,2,"秋,山,寺,苍,清"
李叔卿,2,"江,春,家,歌,香"
张建封,2,"我,岸,两,人,声"
陈昌言,2,"明,滔,离,郁,清"
冯宿,2,"新,和,静,春,共"
张立,2,"城,花,今,锦,日"
崔膺,2,"门,势,云,交,垄"
元凛,2,"空,事,玩,色,嘉"
王珪,2,"王,项,汉,秦,凶"
王延彬,2,"后,今,人,两,谢"
韦检,2,"漫,宝,颓,白,浪"
韦迢,2,"江,相,客,凉,湘"
徐振,2,"城,应,扰,九,雷"
卢群玉,2,"清,酒,平,力,任"
郑丹,2,"日,万,戴,律,诸"
滕潜,2,"金,枝,秋,蓬,山"
颜仁郁,2,"松,绕,间,高,阴"
阎济美,2,"偏,新,更,謇,唯"
王炎,2,"地,心,邪,吴,连"
卢拱,2,"风,秋,章,香,缈"
崔玄亮,2,"耿,归,今,我,时"
姚伦,2,"疏,日,试,居,读"
陈翥,2,"多,星,秋,雪,门"
杨达,2,"山,还,秋,弦,烽"
张仲方,2,"仙,岁,翁,清,桃"
严含质,2,"下,子,千,甲,斑"
王衍,2,"边,走,那,柳,足"
李士元,2,"人,楼,重,目,悔"
周渭,2,"灼,风,几,混,格"
周元范,2,"离,看,绿,树,烧"
郑缙,2,"漂,皎,欲,未,风"
卢注,2,"酒,胡,亦,眼,有"
张叔卿,2,"今,尽,下,湘,岸"
张安石,2,"别,离,绮,行,前"
徐光溥,2,"山,秋,向,花,定"
胡幽贞,2,"朝,容,色,连,四"
太原妓,1,"半,郎,从,旧,金"
湘驿女子,1,"红,叶,如,杳,雨"
京兆女子,1,"寂,回,春,泪,珠"
沈徽,1,"下,夭,落,荣,蔓"
豆卢回,1,"陵,天,道,朝,兔"
张南容,1,"静,夭,人,邻,游"
苑,1,"神,至,承,辞,合"
刘采春,1,"年,日,今,船,人"
萧静,1,"柳,情,水,江,随"
唐尧臣,1,"天,山,郁,茫,江"
张侹,1,"春,酷,倚,分,梦"
吕价,1,"光,日,至,逢,胎"
裴羽仙,1,"塞,平,日,归,战"
严续姬,1,"摇,风,蓬,舞,旧"
谁氏女,1,"良,人,同,昔,归"
海顺,1,"我,欲,朝,身,恐"
蔡文恭,1,"壑,首,怀,睿,思"
陈凝,1,"未,明,殊,款,段"
贾宗,1,"途,征,县,心,期"
伊梦昌,1,"好,凄,家,霓,正"
方泽,1,"江,尽,却,忘,花"
张轸,1,"夜,稍,扬,子,岸"
康翊仁,1,"纤,札,击,七,襄"
陈中师,1,"在,出,善,缜,密"
邓陟,1,"至,比,波,里,月"
郑严,1,"白,倾,列,深,功"
柳曾,1,"险,尔,我,竿,君"
郑德玄,1,"长,亭,荆,台,暗"
若耶溪女子,1,"良,人,昔,谢,归"
吴英秀,1,"个,莫,然,几,愁"
魏奉古,1,"有,多,拾,经,惭"
林琨,1,"清,落,川,尽,关"
管雄甫,1,"转,戛,烟,乐,和"
武昌妓,1,"悲,莫,面,扑,花"
宋若华,1,"十,二,汉,入,歈"
舞柘枝女,1,"湘,谁,文,嫁,旧"
张敬徽,1,"游,女,疑,钗,落"
蔡昆,1,"几,到,帝,傲,生"
颜胄,1,"岂,我,行,凉,精"
柳明献,1,"宝,台,卢,契,忻"
罗泰,1,"媚,擅,龙,颔,荧"
史俊,1,"时,作,亭,生,巴"
崔紫云,1,"从,见,门,出,断"
邢象玉,1,"新,酒,有,声,家"
金地藏,1,"金,竹,下,空,弄"
魏峦,1,"迤,侧,鸟,飞,视"
顾甄远,1,"愁,风,情,有,恨"
李归唐,1,"月,惜,知,处,花"
王玄,1,"拂,古,君,声,正"
令狐挺,1,"谁,应,逝,作,川"
盛小丛,1,"雁,山,马,逢,征"
李季华,1,"季,子,祠,冷,藻"
徐玄之,1,"莲,红,采,长,如"
卫叶,1,"声,客,月,暗,蓬"
郭汭,1,"辇,俗,射,雁,处"
王继鹏,1,"春,人,御,落,风"
林珝,1,"分,长,里,宜,城"
莲花妓,1,"莲,花,阳,下,女"
宜芬公主,1,"出,嫁,容,颜,尽"
权彻,1,"苏,曷,吴,钩,雪"
朱晦,1,"时,处,荒,河,扬"
刘友贤,1,"步,春,斜,新,流"
林璠,1,"整,孤,圆,潭,密"
景池,1,"草,露,明,禽,眠"
乔侃,1,"仆,嚣,秦,暂,升"
张鸿,1,"知,忌,鼓,通,齿"
郑师贞,1,"禁,叶,盈,数,积"
郭求,1,"旭,地,恩,渥,厚"
王约,1,"霭,沈,光,氛,丽"
杨逵,1,"众,琴,唯,供,酒"
襄阳妓,1,"弄,限,王,怨,草"
冯渚,1,"尔,屋,泥,燕,家"
张垍,1,"郡,闻,迎,宾,下"
楚儿,1,"应,前,人,传,铁"
唐尧客,1,"子,有,客,大,煌"
颜令宾,1,"气,馀,五,喘,花"
魏兼恕,1,"河,色,城,外,云"
夏侯子云,1,"绿,移,云,白,断"
王易从,1,"空,汉,春,幌,风"
寇埴,1,"舍,深,轩,密,逶"
朱延,1,"客,山,近,浊,河"
梁陟,1,"日,清,盛,畿,近"
崔素娥,1,"妾,君,依,遇,雨"
潘雍,1,"住,曾,短,却,阮"
方愚,1,"星,溟,卷,尼,宣"
杨敬述,1,"山,林,泉,俱,合"
熊曜,1,"行,婉,臣,贤,苦"
平康妓,1,"银,郎,枝,桂,惹"
卫光一,1,"千,太,山,有,莲"
王苏苏,1,"乱,怪,谁,赶,热"
辛学士,1,"托,风,云,入,共"
崔藩,1,"至,宝,惊,月,落"
李景俭,1,"吕,花,满,李,景"
郑昉,1,"云,如,诸,反,相"
唐末朝士,1,"牡,丹,曾,变,喜"
袁求贤,1,"今,悠,仙,欲,署"
白衫举子,1,"执,饶,化,弄,时"
懿宗朝举子,1,"声,武,金,悠,致"
元和举子,1,"似,天,元,日,白"
孟匡明,1,"山,师,速,茅,影"
贞元文士,1,"昔,日,冢,妃,杨"
洪州将军,1,"苍,滨,醒,独,元"
僖宗北省官,1,"江,涉,锦,作,添"
李子昂,1,"戎,悬,降,郅,拟"
薛少殷,1,"波,曾,叟,生,古"
张元正,1,"有,在,沈,愁,非"
天宝时人,1,"圣,如,九,复,舆"
