name,poem_count,top_chars
赵铎,1,"圣,唯,形,献,寮"
孟翱,1,"将,际,令,子,察"
安守范,1,"见,人,花,诗,山"
景龙文馆士,1,"凭,雪,瑶,即,岫"
乔氏,1,"漏,风,声,罢,绳"
杨容华,1,"啼,向,似,临,池"
叶元良,1,"多,长,皆,堕,泪"
裴大章,1,"邢,况,开,泉,井"
宋若昭,1,"衣,垂,礼,光,炽"
裴淑,1,"侯,想,古,木,朱"
崔宗,1,"发,明,涣,微,景"
郑馥,1,"地,鸾,心,同,亦"
王氏,1,"山,事,潘,满,月"
李伯鱼,1,"桐,竹,凤,北,南"
杨重玄,1,"岁,问,时,几,阁"
郭绍兰,1,"我,殷,薄,寄,翼"
朱使欣,1,"江,猿,归,路,秦"
林氏,1,"在,他,泪,海,剧"
七岁女子,1,"别,飞,行,作,雁"
吴叔达,1,"相,圣,辱,己,忠"
神龙从臣,1,"源,从,复,游,仙"
徐元鼎,1,"舞,日,增,顾,眄"
李勋,1,"清,依,还,浮,明"
织锦人,1,"学,莫,杀,笑,章"
郑述诚,1,"晓,和,沾,紫,陌"
宋迪,1,"凤,长,偏,占,暮"
崔公佐客,1,"破,朝,揭,笑,蛾"
万俟造,1,"离,苒,暖,蝶,渚"
同谷子,1,"邦,事,明,解,子"
婺州山中人,1,"静,世,路,前,田"
黄山隐,1,"有,积,绛,出,崆"
太上隐者,1,"偶,松,树,下,高"
西鄙人,1,"北,至,临,过,敢"
刘幽求,1,"心,明,时,尽,君"
梁补阙,1,"供,奉,好,换,吟"
章玄同,1,"黄,叶,风,下,甘"
郑中丞,1,"汾,桂,客,南,将"
郑衮,1,"养,经,人,时,向"
郑仆射,1,"青,夜,声,作,空"
江陵士子,1,"幂,下,阴,杯,依"
吏部选人,1,"羡,正,试,兼,胜"
京兆韦氏子,1,"惆,教,少,李,逢"
建业卜者,1,"昨,日,更,间,人"
缪氏子,1,"初,月,满,照,圆"
曹生,1,"拜,思,夜,泣,门"
吕炅,1,"礼,随,流,簨,簴"
刘公兴,1,"亭,霭,画,外,辟"
王卓,1,"肃,巍,仗,逐,动"
吴公,1,"年,国,株,数,对"
石倚,1,"森,肃,干,千,律"
宋若宪,1,"命,济,锵,端,敌"
李胄,1,"更,阴,列,磬,静"
袁恕己,1,"客,绮,人,弹,琴"
终南山翁,1,"霜,集,峰,花,莲"
华山老人,1,"泠,茫,涧,人,山"
衡州舟子,1,"野,堪,山,家,断"
骊山游人,1,"翠,微,重,株,倒"
天峤游人,1,"鹤,老,殡,有,间"
沈鹏,1,"叶,心,饮,露,静"
顾伟,1,"寒,历,寥,怀,静"
魏氏,1,"朝,新,巾,义,好"
夏侯楚,1,"褭,悠,常,虹,初"
郭邕,1,"功,德,错,氲,瑞"
张钦敬,1,"九,浮,今,心,傍"
叔孙玄观,1,"清,休,翔,阁,凤"
富嘉谟,1,"冰,月,始,千,明"
闾丘均,1,"高,洲,合,峰,隐"
南巨川,1,"抱,记,宴,赏,入"
刘知几,1,"军,妙,营,长,杨"
丁居晦,1,"时,卞,辨,节,德"
红绡妓,1,"深,云,凤,愁,箫"
程洛宾,1,"鱼,雁,恨,怨,生"
辛宏,1,"锵,皎,片,全,垂"
丘悦,1,"命,孝,视,承,人"
薛媛,1,"欲,恐,将,易,愁"
陈玉兰,1,"妾,到,边,行,戍"
崔氏,1,"郎,卢,怨,年,身"
胡权,1,"渺,定,迷,沧,海"
成崿,1,"高,时,弘,孝,理"
卢征,1,"应,异,常,风,深"
朱延龄,1,"雨,万,形,后,翠"
李主簿姬,1,"时,盟,芳,到,笑"
陈祜,1,"微,稍,香,媚,野"
吴秘,1,"草,对,凝,烟,彩"
葛氏女,1,"天,山,九,春,照"
刘氏妇,1,"月,西,前,秋,堂"
刘元载妻,1,"枝,南,阑,倚,取"
长孙佐转妻,1,"心,同,书,字,结"
张复元,1,"纤,好,便,嫩,垂"
赵虚舟,1,"砌,下,凰,凤,有"
王景中,1,"依,繁,散,定,离"
薛琼,1,"黄,鸟,楼,锁,雾"
刘淑柔,1,"悠,渺,秋,兰,棹"
邓倚,1,"摇,变,随,马,出"
汤洙,1,"行,步,谢,弥,路"
殷琮,1,"澄,山,碧,岚,曲"
杨德麟,1,"日,月,凰,凤,挂"
裴元,1,"律,南,叶,翻,霜"
杜周士,1,"推,闰,定,变,律"
杜之松,1,"汉,将,拂,远,雁"
梁知微,1,"华,早,清,气,晚"
戴察,1,"萧,润,秋,晚,声"
孙顾,1,"九,皪,幽,兴,芊"
僖宗宫人,1,"锁,玉,烛,终,心"
宣宗宫人,1,"流,水,人,到,好"
德宗宫人,1,"入,深,宫,里,由"
陈璀,1,"向,春,临,朱,萼"
开元宫人,1,"生,沙,著,多,添"
裴杞,1,"澹,荡,明,曲,渚"
张公乂,1,"今,台,莺,欲,语"
张何,1,"季,阁,依,花,定"
武后宫人,1,"别,难,行,客,归"
濮阳瓘,1,"落,力,随,狡,兔"
王若岩,1,"遥,朝,素,后,路"
徐仁嗣,1,"至,远,矜,逸,态"
张立本女,1,"危,冠,如,月,曲"
朱华,1,"皎,将,娥,药,乌"
刘,1,"礼,依,暗,终,辞"
金真德,1,"大,巍,维,赫,皇"
乐伸,1,"氏,永,圣,杓,重"
徐至,1,"积,数,阴,宁,越"
阴行先,1,"重,今,叶,下,岸"
周仲美,1,"爱,弃,人,断,从"
蒋氏,1,"平,餐,度,光,时"
王熊,1,"月,山,忽,长,交"
李玉箫,1,"鸳,鸯,流,打,下"
陶拱,1,"辉,泫,秋,霞,乍"
任氏,1,"心,字,书,相,下"
纥干讽,1,"律,禁,佳,气,换"
朱休,1,"芳,海,追,飞,尽"
薛瑶,1,"思,化,瑶,青,奈"
慎氏,1,"当,时,望,重,堪"
侯氏,1,"先,暌,叠,垂,泪"
崔公远,1,"晴,秦,灯,挑,泪"
窦蒙,1,"受,作,通,小,雅"
道恭,1,"离,福,氲,掩,映"
徐珩,1,"导,源,秦,卒,毙"
郫城令,1,"深,头,彭,觅,便"
黎瓘,1,"惯,向,饮,看,朝"
柳逢,1,"紫,竹,柴,十,负"
李日新,1,"悠,商,台,光,紫"
姚嵘,1,"近,相,拨,即,妆"
崔立言,1,"镜,浙,山,留,江"
徐彦若,1,"南,海,黄,茅,瘴"
孙子多,1,"经,武,婆,好,今"
郑光业,1,"试,春,新,糊,案"
朱泽,1,"春,问,王,拟,素"
严震,1,"表,兄,严,釜,到"
孔颙,1,"书,有,近,许,街"
贺遂涉,1,"员,外,山,土,作"
高亭,1,"元,官,吏,务,剥"
曾崇范妻,1,"田,头,有,鹿,迹"
胥偃,1,"昔,作,树,头,花"
任玠,1,"故,国,路,遥,归"
周延翰,1,"紫,髯,伴,有,丹"
孙长史女,1,"游,君,留,时,心"
张生,1,"薰,荡,芊,熙,教"
卢绛,1,"月,玉,山,攒,芭"
李令,1,"有,报,州,朗,取"
太守,1,"到,桃,源,未,时"
刘炎,1,"早,知,太,守,如"
杨苎萝,1,"吃,肚,众,杀,待"
商则,1,"令,丞,俱,动,手"
蔡押衙,1,"怜,洞,庭,湖,恰"
包贺,1,"子,船,水,雾,苦"
苏芸,1,"郭,里,多,榕,树"
梁宝,1,"赵,德,神,梁,宝"
窦昉,1,"岁,虚,言,能,睡"
裴玄智,1,"将,头,免,能,汉"
选人,1,"刺,鼻,曾,嚏,蹋"
省吏,1,"崔,髆,有,别,前"
冯晖,1,"办,休,说,看,瓮"
李渊,1,"名,长,吾,义,信"
李花开,1,"破,落,间,屋,萧"
冯道幕客,1,"槐,影,惶,惭,我"
荆人,1,"灵,狱,头,排,厌"
李都,1,"教,华,孙,堪,爱"
陆岩梦,1,"却,道,死,居,掌"
梁载言,1,"空,闻,肥,帟,幕"
石抱忠,1,"平,明,鸭,鹅,棂"
李荣,1,"善,兴,道,曾,言"
释元康,1,"甘,桃,讲,儿,孙"
国邵南,1,"莫,真,多,几,知"
郭仁表,1,"飘,道,行,能,兹"
刘景复,1,"汉,声,弦,西,未"
商山客死生,1,"家,里,寒,萧,山"
长须国驸马,1,"惣,花,叶,妍,女"
无名鬼,1,"人,江,竿,樯,山"
无名女鬼,1,"月,夜,申,庚,别"
崔常侍,1,"复,山,班,闲,殷"
张仁宝,1,"家,半,寒,今,锦"
峡中白衣,1,"凤,凰,截,更,类"
任彦思家鬼,1,"物,类,日,别,相"
崇圣寺鬼,1,"禁,策,暂,寻,原"
冢中人,1,"冢,人,袅,下,知"
临淄县主,1,"主,县,穆,今,昔"
李微,1,"成,相,偶,豪,物"
薛克构,1,"龙,文,曙,分,星"
孔氏,1,"处,人,有,忿,亦"
夷陵女郎,1,"欢,君,王,风,杨"
朱均,1,"依,烈,人,良,伫"
湘中女子,1,"红,树,如,杳,雨"
陈宫妃嫔,1,"阁,绮,江,秋,笺"
沙碛女子,1,"云,鬟,南,雁,逐"
萧旷,1,"红,珮,云,碧,恨"
织绡女,1,"织,绡,真,滴,泪"
原陵老翁,1,"吾,哳,狐,书,在"
铁铫,1,"炎,昔,柄,第,下"
卢献卿,1,"卜,疏,归,独,寞"
柳藏经,1,"寒,谓,贵,余,观"
石季武,1,"耸,辔,烟,入,举"
邢凤,1,"春,阳,长,弯,秋"
李豫,1,"峨,胡,呼,五,德"
萧楚材,1,"拂,兽,震,河,庭"
病狂人,1,"人,踏,春,间,阳"
张氏女,1,"鬟,手,如,月,曲"
张生妻,1,"人,歌,年,少,切"
白氏,1,"夕,耶,今,存,没"
漳郡守,1,"山,药,登,更,意"
少年,1,"神,女,多,慰,足"
破笛,1,"当,今,龙,学,犹"
秃帚,1,"头,焦,朱,扫,日"
刘氏亡妇,1,"前,人,堂,明,风"
魏朋妻,1,"望,乡,哀,孤,台"
金车美人,1,"空,花,啼,别,离"
宫嫔,1,"人,身,春,争,花"
苏检,1,"还,想,凋,树,千"
苏检妻,1,"楚,飞,知,地,多"
韦检亡姬,1,"濛,家,春,断,有"
安邑坊女,1,"卜,陵,兰,木,断"
罗颖,1,"项,羽,英,雄,犹"
陈峤,1,"彭,祖,尚,闻,年"
石惠泰,1,"御,史,到,还,职"
宇文鼎,1,"致,清,川,广,难"
钟辐,1,"烟,醺,倚,桃,轻"
李贞,1,"凤,蒸,沼,浮,林"
郑符,1,"闲,好,尽,日,松"
崔怀宝,1,"愿,平,子,死,便"
康骈,1,"晴,川,江,魂,断"
窦弘馀,1,"弯,恨,山,万,心"
张大安,1,"盛,京,开,芳,甸"
裴谈,1,"回,边,李,过,里"
郭密之,1,"幂,心,石,层,绵"
崔耿,1,"高,江,壮,诉,孰"
郑义真,1,"洛,迥,出,树,端"
孟翔,1,"空,悠,讨,几,神"
戴公怀,1,"光,永,群,沥,头"
李缜,1,"晶,古,云,飕,高"
路应,1,"奇,绝,翠,云,松"
公孙杲,1,"驾,鹤,低,梁,下"
林披,1,"高,秋,庭,能,怀"
郑露,1,"延,绵,雨,春,空"
张绍,1,"神,圣,天,惟,下"
马乂,1,"鸟,酋,朋,里,喜"
李元嘉,1,"汉,岭,储,乡,云"
王德真,1,"握,溢,藻,龙,川"
任要,1,"洞,归,见,山,髓"
斐公衍,1,"境,青,外,物,清"
庄翱,1,"关,庭,鸟,处,深"
崔致远,1,"芙,蓉,酒,过,任"
陈闰,1,"归,江,开,客,舍"
高鹤林,1,"名,真,方,塔,尘"
胡伯崇,1,"说,四,狂,最,圣"
马总,1,"万,里,非,衒,才"
元兢,1,"飘,欲,汉,接,石"
路半千,1,"暖,呼,眼,柳,煎"
苏替,1,"弦,槛,光,烛,定"
何元,1,"莫,怪,万,云,如"
欧阳彬,1,"待,颤,月,华,满"
闽后陈氏,1,"湖,淡,悠,东,舟"
杨贵妃,1,"香,袅,罗,下,拂"
林楚翘,1,"人,画,花,笑,拖"
许岷,1,"人,小,轻,撚,生"
刘侍读,1,"惊,深,宿,荷,风"
庾传素,1,"风,木,对,药,争"
裴守真,1,"天,睿,云,瑜,帝"
耿玉真,1,"玉,急,灯,唯,暗"
王丽真女郎,1,"复,山,斑,闲,殷"
韦洪,1,"欲,蛰,感,腾,化"
卢言,1,"象,曰,海,朝,雪"
黄幡绰,1,"文,树,狲,猢,似"
麹崇裕,1,"崇,裕,声,哭,野"
周颛,1,"十,朝,缚,爱,前"
座客,1,"龙,津,猿,向,刀"
杨鸾,1,"白,日,杨,咬,头"
李昼,1,"秋,今,棘,立,时"
张鲁封,1,"杜,乐,渐,日,情"
归氏子,1,"八,闲,未,卒,拳"
李和风,1,"高,唐,襄,楚,杀"
阎敬爱,1,"借,问,入,曾,女"
甘洽,1,"你,尔,应,姓,计"
封抱一,1,"面,作,谈,罔,劳"
杜兼,1,"倩,俸,写,手,校"
吴人,1,"榆,复,造,书,儿"
中宗朝优人,1,"回,边,李,过,里"
杨廷玉,1,"回,阿,枨,人,傍"
陆子,1,"陆,头,事,判,先"
邵景,1,"团,飘,怪,品,五"
韦铿,1,"双,对,间,世,品"
胡元范,1,"天,文,列,奕,神"
史思明,1,"半,樱,桃,子,赤"
张怀庆,1,"生,照,川,洛,取"
李兼,1,"猾,吏,畏,服,县"
郭正一,1,"桂,转,开,瑞,钮"
马令,1,"山,年,天,日,神"
畅甫,1,"珍,荫,簟,光,冷"
尉迟汾,1,"东,雄,松,人,有"
薛光谦,1,"长,观,净,篱,藤"
扈载,1,"幽,处,傍,朝,露"
清豁,1,"聚,散,我,君,如"
许宏,1,"知,踏,破,外,物"
胡传美,1,"仙,宫,金,简,扳"
钱信,1,"安,平,子,江,吾"
吴黔,1,"故,谢,芜,广,风"
吴士矩,1,"夕,前,细,子,公"
李夐,1,"二,仪,徂,委,薄"
皇甫大夫,1,"黄,山,道,胎,云"
张幹,1,"生,怕,京,兆,尹"
宋元素,1,"昔,如,山,关,尽"
赵武建,1,"朝,野,惊,到,命"
僧法轨,1,"荣,李,姓,身,未"
何承裕,1,"晓,犬,吠,张,妇"
张翱,1,"有,张,翱,寓,止"
伶人,1,"焦,湖,百,里,任"
王鲁,1,"汝,虽,打,草,吾"
萧结,1,"秧,开,五,叶,蚕"
甄后,1,"玉,晨,羽,翠,销"
贺遂亮,1,"风,下,霜,云,行"
辨才,1,"初,久,琴,思,风"
密陀僧,1,"黄,帝,金,作,化"
司马退之,1,"冥,名,始,觉,犬"
张氲,1,"营,人,时,俗,又"
司马承祯,1,"人,欲,飕,云,白"
尚能,1,"畜,村,远,烟,波"
荆叔,1,"汉,国,伤,处,色"
释彪,1,"吾,音,曲,辨,谁"
邵大震,1,"九,秋,雁,花,菊"
辛常伯,1,"行,路,千,岁,征"
文鉴,1,"山,洲,瀛,使,堪"
若水,1,"石,香,客,偷,煎"
沧浩,1,"未,山,坐,客,经"
常雅,1,"苍,漠,古,知,江"
李夔,1,"相,阮,后,交,臂"
玄宝,1,"营,茫,秦,通,蜀"
尚志,1,"到,吟,翻,睡,愁"
智远,1,"长,有,滤,喻,南"
隐求,1,"山,当,仙,渡,欲"
昙翼,1,"见,知,有,处,践"
唐末僧,1,"枕,埋,头,架,动"
吴越僧,1,"重,云,事,灵,有"
南唐失名僧,1,"徐,渐,东,海,出"
王勔,1,"序,绮,台,雾,池"
裴翛然,1,"冬,满,遮,如,山"
轩辕弥明,1,"巍,荡,祖,迹,陵"
薛元超,1,"文,储,苍,归,霄"
张果,1,"踪,修,素,翠,筱"
叶法善,1,"仙,云,人,时,登"
孙思邈,1,"内,精,金,两,焰"
裴航,1,"向,傥,青,入,鹤"
侯道华,1,"重,年,珍,炼,师"
栾清,1,"摅,公,饮,酒,复"
赵惠宗,1,"我,神,明,形,懋"
李遐周,1,"燕,市,人,皆,函"
申欢,1,"风,登,吾,非,美"
吴涵虚,1,"向,大,时,世,界"
李升,1,"生,谁,归,皇,玉"
李真,1,"春,生,相,帽,著"
陆禹臣,1,"露,下,龙,虎,灶"
崔涤,1,"渺,韩,孤,日,归"
鱼又玄,1,"枝,相,辞,酒,卧"
彭晓,1,"金,女,男,莫,生"
虞有贤,1,"酒,相,辞,霭,枝"
长孙氏,1,"桃,花,下,舞,蝶"
吴子来,1,"时,松,月,生,酒"
范尧佐,1,"书,别,钩,屈,曲"
无名释,1,"风,火,东,返,香"
水心寺僧,1,"岁,嵯,峨,山,石"
慈恩寺沙门,1,"皇,风,笼,霞,影"
丰干,1,"兀,悠,心,物,生"
李建,1,"丱,褒,慰,我,心"
唐远悊,1,"皇,那,金,榜,骊"
韬光,1,"能,山,碧,云,乍"
王茂时,1,"践,未,岩,镜,闲"
含曦,1,"渴,读,海,知,饥"
徐皓,1,"蔼,花,犹,藏,叶"
庞蕴,1,"生,法,空,心,识"
钱俶,1,"深,廊,冰,第,晚"
李昪,1,"点,分,尽,前,尊"
拾得,1,"人,见,生,出,心"
良乂,1,"风,户,秋,片,数"
高绍,1,"啸,侣,开,新,叶"
海印,1,"色,声,旋,先,到"
理莹,1,"清,岩,荷,悬,崖"
郎馀令,1,"春,兴,竹,叶,管"
宝月,1,"夜,我,度,行,路"
中寤,1,"瞻,成,黄,庭,术"
道会,1,"住,作,死,访,能"
利涉,1,"韦,我,佛,法,故"
僧凤,1,"苦,阐,归,依,弥"
智亮,1,"人,云,顶,齐,作"
常达,1,"祖,庭,心,月,日"
清尚,1,"道,白,时,雪,风"
净显,1,"灵,迹,劳,珍,重"
无作,1,"云,鹤,归,却,命"
田游岩,1,"彼,虹,霓,风,应"
来济,1,"敛,辔,生,念,涕"
马周,1,"太,清,落,江,鸟"
谦光,1,"对,拥,风,朝,露"
文益,1,"木,皎,衲,线,非"
席元明,1,"花,日,惟,雉,明"
元寂,1,"酒,秃,见,荣,辱"
修雅,1,"经,诵,人,今,我"
恒超,1,"虚,树,山,色,怜"
邵升,1,"沁,行,步,辇,空"
怀濬,1,"在,啼,岁,处,红"
大愚,1,"六,近,盘,石,天"
泠然,1,"佛,月,寒,生,碧"
周彦昭,1,"胜,地,千,里,驭"
云表,1,"累,寒,食,哭,年"
李从善,1,"新,前,分,盛,月"
李从谦,1,"有,沧,侵,强,斯"
耽章,1,"摧,残,搜,苦,事"
文秀,1,"渺,节,堪,臣,直"
狄仁杰,1,"宸,晖,洒,液,恒"
成真人,1,"蜀,白,饮,龙,黑"
樊夫人,1,"饮,琼,玉,岖,崎"
窦裕,1,"门,依,痕,泪,襟"
魏求己,1,"下,朝,调,向,高"
刘怀一,1,"光,惟,兰,素,躅"
沈青箱,1,"六,天,琉,璃,水"
郑琼罗,1,"生,痛,相,魂,香"
刘溉,1,"杳,人,茫,冥,君"
尉佗,1,"千,感,明,妇,美"
韩弇,1,"我,有,敌,国,雠"
陆凭,1,"虚,空,吾,复,瞬"
书生,1,"城,里,飞,海,人"
石恪,1,"衡,市,商,客,东"
韩思彦,1,"言,古,柳,同,游"
甘露寺鬼,1,"人,难,水,赵,路"
郑適,1,"啸,吟,风,月,今"
商山三丈夫,1,"秋,如,云,长,葛"
张省躬,1,"戚,茫,复,秋,堂"
萧微,1,"新,风,行,频,事"
河中鬼,1,"溷,河,胡,决,嫂"
襄阳举人,1,"涓,流,村,梨,棠"
李祎,1,"别,烟,乘,洞,幽"
李序,1,"魍,他,王,大,道"
广利王女,1,"愁,春,梦,花,羞"
辅国将军,1,"乌,面,树,枝,条"
冥吏,1,"后,杨,年,前,阳"
九华山白衣,1,"潺,茫,涧,人,山"
客户里女子,1,"乐,广,玉,红,楼"
王丽真,1,"青,莺,处,草,岐"
李助,1,"石,会,夕,满,心"
王氏妇,1,"章,武,氏,王,别"
徐侃,1,"长,安,君,慰,难"
巴陵馆鬼,1,"青,枫,爷,时,堪"
隔窗鬼,1,"斗,人,里,头,石"
长安中鬼,1,"人,九,衢,茫,劳"
田达诚宅鬼,1,"天,然,段,头,南"
赵,1,"我,昔,胜,君,今"
太白山神,1,"珠,并,驴,马,没"
李叔霁,1,"忽,作,期,别,沈"
介胄鬼,1,"屡,废,念,淮,阴"
河湄鬼,1,"我,本,路,行,君"
巴峡鬼,1,"秋,猿,重,数,泪"
释明解,1,"握,霜,野,吹,荒"
慕容垂,1,"我,昔,胜,君,今"
吴兴神女,1,"玉,钗,明,伤,夜"
黄陵美人,1,"郎,落,衣,待,独"
瀵水神,1,"皎,悠,夜,月,明"
水府君,1,"江,风,君,月,浪"
太白山玄士,1,"青,丹,桑,田,变"
贺敱,1,"叶,玄,商,轩,恩"
观梅女仙,1,"枝,南,阑,倚,取"
吴清妻,1,"花,道,精,山,仙"
许圉师,1,"逸,知,天,入,影"
南溟夫人,1,"从,扣,明,分,解"
慈恩院女仙,1,"团,花,晓,皇,映"
郑惟忠,1,"离,花,人,待,艳"
桃花夫人,1,"昔,到,千,几,作"
毛女正美,1,"又,药,却,栗,叶"
王氏女,1,"玩,心,鹤,双,边"
吴彩鸾,1,"能,相,霜,雪,怕"
青童,1,"飘,独,云,白,邀"
崔少玄,1,"真,匪,虚,体,性"
萧翼,1,"邂,谁,还,泛,心"
谭峭,1,"作,线,杖,拄,生"
李福业,1,"冬,更,年,两,鬓"
蓝采和,1,"踏,歌,纷,混,人"
徐钓者,1,"海,曾,潮,却,清"
李浩,1,"金,鼎,神,传,白"
赵自然,1,"常,欲,云,跨,舞"
段穀,1,"间,茅,永,翁,人"
薛昚惑,1,"禁,园,兰,蕙,草"
张云容,1,"春,枝,幽,夜,寒"
戚逍遥,1,"笑,真,间,世,重"
太乙真君,1,"必,羡,君,逐,斗"
隐者,1,"相,续,死,长,路"
青城丈人,1,"沈,峨,客,云,五"
许大,1,"从,藏,安,要,酒"
樵夫,1,"清,秋,永,白,期"
成都醉道士,1,"知,心,只,君,水"
萼岭书生,1,"邂,拟,有,未,人"
章江书生,1,"长,西,杜,哭,花"
蜀酒阁道人,1,"尾,闾,下,关,堂"
黄冠野夫,1,"早,生,寄,冬,青"
广陵道士,1,"事,到,扬,州,相"
希道,1,"木,魂,金,魄,千"
许天正,1,"群,从,首,野,四"
嵩岳诸仙,1,"玉,花,朝,早,仙"
春台仙,1,"清,碧,天,玉,光"
清远道士,1,"山,川,幽,松,共"
妙女,1,"手,攀,桥,柱,立"
杨损,1,"圣,主,五,泛,舟"
龙护老人,1,"盘,龙,吐,圣,献"
洞庭龙君,1,"人,当,大,时,令"
曲龙山仙,1,"桥,玉,花,游,天"
邻道场人,1,"绵,寻,炼,长,亦"
法轮,1,"紫,犹,百,源,平"
武翊黄,1,"抱,包,透,石,未"
吴大江,1,"沙,风,弄,寒,月"
纪元皋,1,"春,渐,流,澌,退"
魏璀,1,"瑶,瑟,寒,水,碧"
刘轲,1,"玉,声,终,异,听"
王,1,"素,怀,又,相,见"
廖有方,1,"君,嗟,家,处,知"
窦冀,1,"如,绝,狂,同,枯"
卢宗回,1,"东,里,宫,阙,参"
鲁收,1,"声,尽,墨,时,观"
潘存实,1,"泠,杳,表,瑟,音"
皇甫曙,1,"家,朝,娑,塞,岸"
王季则,1,"北,浮,非,乐,藻"
张氏琰,1,"空,啧,苔,青,沉"
刘元淑,1,"阳,夜,空,燕,家"
程弥纶,1,"闲,难,游,天,孙"
独孤铉,1,"玉,照,周,户,耀"
吴晃,1,"春,薄,还,避,饵"
王质,1,"寂,终,蕊,风,惊"
郭周藩,1,"年,余,澄,水,十"
陶雍,1,"相,和,台,冠,拂"
陈彦博,1,"日,阿,十,露,新"
贾谟,1,"皪,舒,披,千,叶"
滕倪,1,"秋,误,文,字,身"
薛耀,1,"朔,草,长,安,人"
萧建,1,"见,说,图,诗,请"
刘虚白,1,"般,二,能,至,待"
黄麟,1,"啾,虫,起,时,隐"
李甘,1,"原,故,山,在,业"
窦洵直,1,"晚,难,盈,疑,雪"
赵存约,1,"春,凋,玉,砌,绛"
孔温业,1,"处,家,馀,美,初"
崔郾,1,"存,功,合,行,人"
韦瓘,1,"半,年,切,才,常"
刘三复,1,"拟,到,铜,墨,贵"
李虞,1,"逢,暗,先,哭,泪"
杨贲,1,"贵,扰,登,彤,紫"
梁铉,1,"里,帝,九,扇,帐"
李清,1,"谋,金,当,舞,歌"
刘鲁风,1,"万,生,翁,肯,毛"
崔郊,1,"公,巾,路,郎,萧"
吕群,1,"路,蒂,辞,巢,燕"
程氏长文,1,"歌,舞,当,人,寂"
庄若讷,1,"帝,测,扣,徵,雅"
张胜之,1,"片,云,拂,树,疑"
张复,1,"山,空,似,翼,映"
范传质,1,"肃,方,兢,大,将"
高铢,1,"高,斗,机,必,到"
卢钧,1,"棱,皎,荐,俎,寒"
严公贶,1,"凤,纡,今,寂,寞"
独孤申叔,1,"残,精,雁,漏,凄"
浩虚舟,1,"沐,提,气,在,拂"
朱斌,1,"白,日,重,更,目"
郑立之,1,"才,川,空,月,台"
殷尧恭,1,"玄,洞,长,发,珠"
李秘,1,"取,子,莫,千,春"
杨厚,1,"星,清,兰,光,暗"
梁德裕,1,"人,君,叶,隐,生"
常非月,1,"举,语,要,齐,声"
薛,1,"天,门,片,山,巫"
张良璞,1,"享,盈,鬼,亡,久"
孙欣,1,"仙,闱,向,影,落"
张顶,1,"却,抛,临,钓,下"
王羡门,1,"君,寂,苑,出,山"
张俨,1,"雄,风,荒,客,情"
何元上,1,"星,庾,鸾,幸,薄"
段弘古,1,"城,芳,题,欲,思"
张瀛,1,"我,空,听,师,法"
令狐德棻,1,"高,烟,林,兰,霜"
严公弼,1,"西,见,滞,事,名"
先汪,1,"碧,翠,光,镜,在"
杨虞卿,1,"在,掌,四,弦,品"
李溟,1,"乔,岐,名,利,迹"
崔公信,1,"叠,清,人,静,夤"
朱逵,1,"如,转,相,死,历"
李虞仲,1,"云,旭,近,晨,景"
许瑶,1,"书,在,却,后,醒"
马植,1,"在,舜,戍,四,帅"
卢弼,1,"莫,君,凭,赋,心"
李季兰,1,"流,弹,时,似,里"
荆冬倩,1,"路,未,君,王,史"
卢景亮,1,"洪,疏,警,离,人"
徐希仁,1,"清,吟,气,宿,我"
梁洽,1,"汤,昭,咏,游,女"
韦表微,1,"麟,嗟,吁,圣,时"
李宗闵,1,"知,仙,推,甲,子"
何儒亮,1,"嬴,德,切,泥,功"
汪万於,1,"杖,策,豺,狼,窟"
孙革,1,"松,下,问,童,子"
王仲舒,1,"百,惟,几,第,峰"
郑绍,1,"悠,溪,今,烟,火"
贺兰朋吉,1,"荒,居,送,急,萤"
景审,1,"金,请,爱,年,当"
杨洵美,1,"峨,如,山,枕,悲"
罗立言,1,"谁,砾,朝,虹,满"
蒯希逸,1,"振,谁,雷,宜,变"
李景让,1,"非,关,回,入,庙"
闾丘晓,1,"舟,南,沧,海,畔"
赵牧,1,"君,云,饮,白,须"
庾光先,1,"山,百,稀,讶,经"
张良器,1,"常,引,旁,泰,道"
朱可名,1,"废,刈,金,手,徒"
卢嗣立,1,"九,华,观,风,雪"
易重,1,"六,艺,再,考,称"
刘氏媛,1,"雨,行,恩,君,学"
崔轩,1,"朝,共,翰,苑,年"
