name,poem_count,top_chars
长孙翱,1,"道,谁,咽,前,宫"
樊骧,1,"发,满,荣,太,华"
裴翻,1,"常,云,幸,接,鸳"
刘耕,1,"感,孔,空,前,辈"
孟球,1,"当,谁,茂,夸,新"
高退之,1,"昔,年,鹭,朝,天"
唐思言,1,"儒,时,当,陪,杞"
孟守,1,"科,池,共,喜,新"
李潜,1,"文,学,资,金,色"
石贯,1,"重,德,衿,同,日"
郑颢,1,"青,白,日,笔,灾"
刘洎,1,"平,晚,方,落,兰"
刘皋,1,"营,寂,君,将,阶"
李质,1,"曾,江,愁,撑,月"
李邺,1,"长,分,诗,情,在"
薛蒙,1,"左,犹,郡,系,滞"
田章,1,"朝,志,舟,难,辨"
李汶儒,1,"珍,重,涪,川,阔"
李续,1,"早,虚,多,失,路"
李朋,1,"巴,移,名,郡,兴"
柳珪,1,"青,想,夜,叫,湘"
郭夔,1,"有,家,图,画,倚"
李节,1,"湘,释,川,飞,滔"
封彦卿,1,"莲,君,住,伤,偏"
沈叔安,1,"皎,耿,复,喜,初"
卢顺之,1,"筵,渡,好,云,郊"
萧缜,1,"政,绩,辙,卧,歌"
李明远,1,"北,定,秋,暮,猿"
崔元范,1,"羊,公,馀,响,木"
魏谟,1,"四,寒,色,霁,山"
令狐绹,1,"楼,京,望,夷,门"
李讷,1,"国,绣,曾,丛,盛"
南卓,1,"翱,从,炉,御,带"
丘上卿,1,"常,著,贤,贵,门"
张道符,1,"暗,开,更,朱,轮"
杨志坚,1,"山,今,平,画,意"
李肱,1,"开,久,罢,水,殿"
孟彦深,1,"山,雪,江,渡,著"
崔元略,1,"莫,旌,对,黄,昏"
乔琳,1,"蜀,曲,涪,州,水"
柳浑,1,"近,朝,校,葵,戎"
尹璞,1,"霄,平,地,烟,稳"
封行高,1,"引,水,曲,池,冰"
郭向,1,"年,洛,归,弄,鸟"
陈昭,1,"远,跨,交,拥,塞"
许玫,1,"宝,轮,车,马,垂"
庾敬休,1,"清,疑,明,六,出"
王彦威,1,"国,天,寄,红,旆"
钟辂,1,"月,满,鸾,惊,欲"
李章武,1,"青,宗,柏,松,山"
刘郇伯,1,"月,钟,青,下,蝉"
房千里,1,"鸾,幽,远,莫,教"
柴夔,1,"连,九,梯,池,水"
王乔,1,"故,馀,舞,歌,生"
杜俨,1,"时,岁,书,容,里"
卢求,1,"高,秋,如,送,日"
冯涯,1,"圣,广,乾,坤,期"
张抃,1,"悠,泊,渐,摇,青"
郭圆,1,"宣,父,贵,皋,韦"
许瀍,1,"下,晚,尘,月,空"
薛宜僚,1,"年,阿,母,桃,花"
郑薰,1,"分,行,直,万,住"
路贯,1,"谢,安,立,马,罗"
李彦暐,1,"采,踯,金,岂,赠"
刘庄物,1,"关,调,幸,近,知"
张鹭,1,"弱,屈,鸾,方,慕"
邢群,1,"处,青,城,免,云"
钱可复,1,"玉,切,翻,翰,疾"
王枢,1,"花,开,事,落,春"
彭蟾,1,"六,更,戟,门,增"
殷潜之,1,"欲,谁,开,英,扶"
严恽,1,"花,冉,谁,春,尽"
曹汾,1,"嵯,袅,戴,疑,人"
李损之,1,"春,殊,毛,萦,树"
李衢,1,"锡,辨,吟,更,古"
裴思谦,1,"银,郎,枝,桂,染"
杨鸿,1,"九,惆,山,向,解"
陈上美,1,"山,赖,槐,堤,莺"
牛丛,1,"蹑,名,凤,待,桐"
张灿,1,"悄,繁,憔,滞,楚"
邬载,1,"云,急,未,青,那"
王严,1,"雉,堞,穿,云,树"
宋华,1,"蝉,鸣,我,子,君"
贾弇,1,"江,蜃,管,作,声"
贾躭,1,"青,书,至,子,素"
赵居贞,1,"福,云,门,大,千"
萧华,1,"生,日,玉,道,粤"
陈元初,1,"七,处,忆,元,归"
李子卿,1,"辉,山,亲,寒,由"
柳郴,1,"离,江,往,辛,长"
于尹躬,1,"纷,郁,微,天,岁"
息夫牧,1,"有,鸣,琴,既,璨"
夏侯审,1,"云,王,袜,见,间"
袁高,1,"未,茫,顾,皆,使"
吉中孚,1,"汉,水,向,官,岁"
崔季卿,1,"八,尽,阳,岳,南"
段怀然,1,"我,有,银,挂,只"
沈回,1,"濯,依,今,逐,摇"
裴逵,1,"圆,丘,资,贤,辅"
裴达,1,"雨,胜,殿,烟,敛"
张季略,1,"春,见,韶,尚,翠"
崔绩,1,"光,帝,驰,道,飘"
杨系,1,"风,胜,清,笛,吟"
沈仲昌,1,"江,南,石,界,苔"
苗晋卿,1,"金,月,礼,蒐,春"
郭郧,1,"事,纷,年,兰,介"
韦同则,1,"风,梅,前,歌,待"
邹象先,1,"云,六,时,青,后"
卢群,1,"祥,江,潜,注,息"
罗珦,1,"前,十,春,官,道"
高崇文,1,"崇,文,纷,武,儿"
独孤良器,1,"沈,皎,时,星,并"
颜师古,1,"肃,济,七,鹓,鹭"
谢勮,1,"云,仙,清,心,人"
薛戎,1,"时,心,仙,成,今"
羊滔,1,"清,尽,井,里,深"
李深,1,"客,坐,正,看,但"
崔惠童,1,"日,相,月,春,昨"
朱彬,1,"暂,抱,垂,卧,日"
崔瓘,1,"寂,霏,寒,今,先"
王观,1,"趋,鸡,烛,烟,火"
范元凯,1,"神,女,翠,拾,回"
李彦远,1,"采,踯,金,岂,赠"
杜奕,1,"忆,长,追,景,美"
崔敏童,1,"年,百,岁,几,辞"
李夷简,1,"游,当,经,旧,有"
元友直,1,"柳,聚,从,垂,处"
张偁,1,"飒,霏,秋,君,处"
陈孙,1,"鸡,书,将,非,重"
朱宿,1,"寺,月,地,林,迟"
崔成甫,1,"我,潇,仙,酒,捉"
薛维翰,1,"美,红,人,双,烛"
郭受,1,"新,松,酒,熟,傍"
吉中孚妻,1,"月,拜,新,年,前"
郑昈,1,"花,朝,早,知,弥"
古之奇,1,"生,人,板,抱,下"
杜诵,1,"道,水,涯,尽,浮"
李阳冰,1,"阮,客,身,在,仙"
吕牧,1,"泾,渔,草,掩,波"
张叔良,1,"凤,阙,光,连,雪"
潘炎,1,"照,琰,明,花,粉"
王铤,1,"时,往,云,谬,鸟"
韦元甫,1,"木,兰,父,军,马"
杨郇伯,1,"花,尽,从,迷,锦"
房孺复,1,"湘,烦,知,性,命"
郑孺华,1,"馥,青,孙,春,香"
于结,1,"比,玉,蘋,藻,用"
綦毋诚,1,"谪,陂,茅,君,洞"
王绰,1,"玉,新,螭,动,旌"
崔宗之,1,"风,有,耿,历,素"
魏万,1,"山,长,二,子,海"
丁位,1,"依,袅,小,苑,连"
张莒,1,"朝,万,花,处,见"
张昔,1,"小,变,宫,雪,曙"
常沂,1,"森,映,枝,石,固"
张濛,1,"南,玉,夏,出,重"
李峰,1,"鹊,哀,归,日,鸾"
畅诸,1,"献,梅,闻,归,雁"
元友让,1,"昔,到,水,门,径"
王储,1,"至,东,楼,御,马"
独孤授,1,"苑,连,户,竹,香"
张惟俭,1,"当,多,汉,衣,冠"
李竦,1,"候,超,行,临,观"
崔琮,1,"应,律,文,物,盛"
高拯,1,"公,伦,九,十,如"
周彻,1,"建,门,声,临,雁"
仲子陵,1,"澄,烂,万,皆,鉴"
独孤绶,1,"至,怀,月,落,波"
王濯,1,"御,早,红,蕊,发"
郑辕,1,"明,改,馀,第,暖"
韩濬,1,"辉,灼,更,金,鼎"
史延,1,"万,翠,和,柳,嫩"
王智兴,1,"十,年,独,我,尘"
邵真,1,"日,昃,逢,相,厌"
于志宁,1,"陋,动,春,柳,花"
郑据,1,"多,事,今,外,心"
万彤云,1,"荷,天,王,物,家"
郑愕,1,"心,斤,春,岂,劳"
李谅,1,"知,日,称,书,到"
严休复,1,"玉,终,唯,潜,下"
繁知一,1,"忠,报,清,候,雨"
张彤,1,"山,树,凌,看,掇"
韦式,1,"竹,仙,正,惊,龙"
张浑,1,"垂,共,波,带,罗"
卢真,1,"共,日,犹,万,同"
刘真,1,"未,当,垂,处,花"
何频瑜,1,"积,霜,飞,著,树"
吉皎,1,"任,酒,休,竹,须"
胡杲,1,"白,同,大,年,挂"
殷少野,1,"官,感,雨,润,对"
樊宗师,1,"人,洄,穹,丛,溅"
陈讽,1,"寒,偏,曾,比,德"
李行敏,1,"素,纷,漠,缣,披"
高弁,1,"层,变,门,柳,初"
李穆,1,"处,云,行,湲,潺"
李岘,1,"阖,闾,起,雨,雷"
姚发,1,"良,天,草,玩,春"
王损之,1,"积,看,色,媚,空"
封孟绅,1,"欲,由,悠,步,芳"
邵楚苌,1,"迟,春,树,云,歌"
独孤良弼,1,"巳,待,迷,白,雪"
徐牧,1,"处,临,时,清,里"
王公亮,1,"春,生,觉,流,澌"
曹著,1,"渚,照,瑶,华,散"
贾邕,1,"子,暮,千,里,途"
李君何,1,"晴,景,野,雪,遥"
裴澄,1,"漠,溶,散,似,灭"
刘舟,1,"大,名,散,灞,岸"
长孙铸,1,"悠,大,落,关,外"
房白,1,"时,子,策,别,亭"
刘氏瑶,1,"飞,脉,耿,青,遥"
元晟,1,"吾,见,常,澹,作"
刘太冲,1,"吾,逶,东,州,路"
俞简,1,"前,路,径,虽,云"
胡直钧,1,"异,音,随,鸾,吹"
杜元颖,1,"见,重,矩,明,德"
王鉴,1,"玉,夤,知,有,异"
吴丹,1,"悠,漾,玉,沙,光"
郑俞,1,"积,比,龙,泉,夜"
王迥,1,"今,屈,发,家,乐"
庾承宣,1,"欣,曈,宿,几,愁"
李季何,1,"霭,年,霞,纷,共"
许尧佐,1,"石,敛,归,旧,壑"
陆复礼,1,"令,方,恩,度,春"
杨续,1,"狭,列,疑,宿,雾"
王履贞,1,"大,异,明,起,非"
于敖,1,"玉,能,梦,窗,闲"
卢士政,1,"台,华,霭,光,凌"
独孤实,1,"仙,郎,歌,扇,举"
滕珦,1,"学,棣,纷,太,儒"
徐放,1,"玉,爽,月,清,光"
张正一,1,"苍,高,朱,积,思"
赵宗儒,1,"益,部,朝,天,阙"
郑虔,1,"银,钥,妾,卧,独"
皇甫镛,1,"沈,华,台,梦,惊"
韦济,1,"陆,海,通,鳷,鹊"
田澄,1,"蜀,旅,鱼,米,山"
沈东美,1,"苒,传,文,绂,朱"
张署,1,"舟,九,天,远,泛"
韦执中,1,"早,我,求,仙,侣"
褚遂良,1,"伏,落,莺,晚,风"
骆浚,1,"干,低,鸯,鸳,却"
李正辞,1,"冉,依,从,曳,排"
李君房,1,"喧,流,驻,平,森"
陈师穆,1,"晴,明,攀,及,仙"
车缅,1,"元,高,抗,晴,溶"
李应,1,"朝,玄,驭,缥,缈"
敬括,1,"正,前,助,微,明"
胡证,1,"飞,词,然,尽,精"
陆瀍,1,"激,水,座,兰,蕙"
崔恭,1,"情,风,潜,窦,激"
韩察,1,"公,苍,迹,逸,尘"
张弘靖,1,"丛,石,归,田,竟"
刘遵古,1,"袅,悠,韶,色,嫩"
贾棱,1,"袅,依,御,离,云"
夏方庆,1,"堪,年,寂,净,苔"
陈九流,1,"阳,迟,袅,喜,还"
柳道伦,1,"生,风,微,花,青"
邵偃,1,"微,烟,花,间,叶"
豆卢荣,1,"习,迟,春,飏,啼"
樊阳源,1,"濛,袅,珍,摇,凌"
韦纾,1,"嘉,极,祯,祥,异"
高傪,1,"杳,霭,招,再,朝"
苏,1,"青,幂,深,未,赏"
袁邕,1,"终,日,云,凌,有"
于瑰,1,"楼,秋,思,舟,游"
刘暌,1,"朱,轩,间,物,象"
邵士彦,1,"斜,调,啼,相,续"
李澄之,1,"游,客,明,虚,帐"
韩屿,1,"定,舄,鹤,毛,干"
李祜,1,"京,最,袁,入,竹"
李行言,1,"秦,河,马,闲,戍"
郭利贞,1,"处,九,家,熳,惟"
油蔚,1,"卿,生,玉,只,向"
元希声,1,"有,非,子,动,君"
杨玉环,1,"香,袅,罗,乍,拂"
江妃,1,"桂,长,寂,慰,珠"
幸夤逊,1,"朝,勃,元,尊,必"
李如璧,1,"怜,月,君,明,向"
解彦融,1,"峥,临,浃,风,冷"
夏鸿,1,"翰,林,莹,澈,尼"
洪子舆,1,"汉,垂,羞,蘋,掇"
王继勋,1,"白,认,呼,唤,易"
沈韬文,1,"归,菰,米,蘋,花"
杜建徽,1,"有,胆,剑,斫,缺"
寇泚,1,"悠,山,涂,风,騑"
丁元和,1,"九,重,乾,挂,字"
刘山甫,1,"坏,墙,由,却,衰"
吴兢,1,"凤,华,川,游,秾"
李曜,1,"经,日,川,媚,取"
吴圆,1,"日,曳,韶,掌,珠"
陆弘休,1,"声,态,莫,暗,逐"
安锜,1,"倚,驰,超,先,辈"
谢陶,1,"言,祸,福,水,火"
朱琳,1,"年,婿,海,懒,寄"
陈述,1,"插,色,怜,夺,恐"
李何,1,"向,许,难,客,有"
符子珪,1,"曈,花,芳,遂,吹"
郭恭,1,"秋,至,随,即,肯"
吕太一,1,"擢,青,徒,成,未"
徐安期,1,"传,闻,画,待,眉"
徐璧,1,"双,檐,乡,故,道"
朱绛,1,"独,坐,语,针,停"
颜舒,1,"年,佳,秋,明,月"
李习,1,"寂,古,寺,又,春"
郑蜀宾,1,"畏,途,黄,入,处"
牛凤及,1,"羽,八,里,石,天"
曾麻几,1,"孤,绿,肠,断,用"
金昌绪,1,"啼,打,起,黄,莺"
宋务光,1,"沄,大,浪,浩,休"
张震,1,"王,悠,朝,华,容"
何象,1,"塞,日,御,护,沈"
何仲举,1,"似,玉,投,狱,抛"
刘羲叟,1,"徐,出,譬,养,长"
刘义度,1,"昨,紫,意,有,山"
孙岘,1,"万,日,韵,风,初"
王景,1,"玉,缀,披,天,藻"
毕乾泰,1,"鹦,流,妙,法,阐"
陈彦,1,"寂,衡,问,闲,却"
朱存,1,"翩,雷,惊,多,雨"
韩垂,1,"山,间,影,还,作"
李询,1,"札,人,样,花,嫌"
陈沆,1,"云,啖,腰,大,借"
梁藻,1,"翡,翠,石,靠,茶"
李羽,1,"塞,将,战,百,场"
陈元裕,1,"滔,湛,星,槎,远"
何昌龄,1,"有,经,向,谁,木"
韩定辞,1,"崇,霞,儿,雪,堪"
马彧,1,"绵,燧,后,王,见"
查文徽,1,"别,刀,发,只,应"
麹瞻,1,"扈,跸,秋,日,丽"
包颖,1,"生,吟,游,半,似"
樊忱,1,"净,十,祥,云,合"
孙佺,1,"应,闉,井,偏,宜"
李从远,1,"九,月,献,攀,萸"
辛替否,1,"洪,慈,飞,御,藻"
谢仲宣,1,"亭,送,峰,静,境"
梁震,1,"桑,田,荆,凛,古"
钟蒨,1,"飘,点,随,蓬,辞"
路洵美,1,"帘,生,华,湿,衣"
刘章,1,"吴,石,裙,下,从"
张观,1,"未,雨,舟,横,别"
毛明素,1,"冶,长,贵,知,方"
杨徽之,1,"清,别,翠,滴,向"
伍彬,1,"潺,前,荻,冲,山"
王正己,1,"病,起,客,借,闲"
窦希玠,1,"銮,九,桂,叶,金"
陆景初,1,"九,秋,浮,秬,鬯"
郑南金,1,"重,阳,浮,圣,酒"
李咸,1,"重,直,迎,酒,泛"
杨鼎夫,1,"青,刻,携,弱,杖"
于经野,1,"御,微,鸿,度,承"
李浩弼,1,"年,被,人,尽,岩"
王锴,1,"时,长,安,访,闻"
张格,1,"龙,画,罗,汉,惊"
周庠,1,"时,昨,江,欲,添"
王沂,1,"望,静,飘,山,云"
乔舜,1,"漂,飒,掺,欲,沙"
何赞,1,"里,果,阔,文,翁"
董初,1,"犹,新,唯,相,识"
韦鼎,1,"君,白,秋,早,亭"
张陵,1,"今,春,心,军,六"
王绍宗,1,"妇,迟,庭,正,日"
郑遂初,1,"玉,荡,空,红,颜"
徐介,1,"手,接,千,古,风"
萧意,1,"从,别,銮,殿,长"
卢鉟,1,"桑,王,花,迷,眼"
戴休珽,1,"相,穷,投,逐,戈"
刘元叔,1,"阳,夜,如,空,燕"
潘求仁,1,"人,烛,相,似,通"
蔡瑰,1,"妆,日,时,愁,相"
徐之才,1,"踟,蹰,相,长,必"
郑轨,1,"棠,霞,俱,似,雪"
张楚金,1,"有,悠,知,古,追"
周岳秀,1,"万,江,岫,光,浓"
谢太虚,1,"客,日,复,江,漂"
韦镒,1,"立,累,人,大,功"
麻温其,1,"湖,客,门,统,轩"
郑玉,1,"凄,水,会,雨,风"
裴瑶,1,"五,有,愁,起,寞"
杨彝,1,"江,冥,客,天,矶"
何敬,1,"龙,清,通,滚,溪"
司马逸客,1,"朝,雅,水,知,谁"
赵防,1,"凉,鶺,声,出,云"
刘廓,1,"处,千,欲,更,茂"
姚偓,1,"修,明,山,麓,青"
沈祖仙,1,"白,炉,蜘,蛛,喜"
徐谦,1,"穷,通,青,云,里"
冯道之,1,"生,霭,潺,草,人"
蔡允恭,1,"依,淼,久,欲,渐"
李聪,1,"泠,涓,清,溪,雾"
杨持,1,"刺,看,承,谒,最"
赵湘,1,"白,石,苔,生,发"
张怀,1,"乘,多,年,鱼,未"
杨行敏,1,"杜,知,溪,山,鹃"
范夜,1,"举,游,珪,宋,望"
方棫,1,"午,如,窗,小,傍"
卫万,1,"见,江,吴,王,宫"
冷朝光,1,"越,人,春,尽,蘋"
冯待征,1,"君,妾,相,年,时"
刘望,1,"有,鼎,徒,日,月"
李伉,1,"问,水,江,汉,棹"
崔江,1,"怨,那,建,山,巫"
李建枢,1,"圆,夜,年,昨,十"
戴衢,1,"扰,东,水,流,闻"
萧妃,1,"梦,昨,薄,书,雁"
欧阳宾,1,"水,头,人,业,旧"
唐温如,1,"西,风,星,压,梦"
李澣,1,"石,坐,尘,吊,断"
王梦周,1,"还,能,花,出,犹"
卢子发,1,"时,轮,除,却,钱"
李伦,1,"在,云,世,兵,罹"
沈麟,1,"人,石,南,孤,天"
李逸,1,"离,亭,千,里,至"
潘佐,1,"江,畔,亭,敬,画"
潘图,1,"归,利,骨,肉,亦"
张保嗣,1,"绿,手,儿,恼,敢"
李谨言,1,"绣,球,如,旧,炉"
张子明,1,"翩,只,江,几,回"
严郭,1,"禽,莫,海,燕,巢"
曹修古,1,"荷,佳,春,立,盖"
王邵,1,"寒,更,深,巷,静"
李得,1,"漠,霏,胜,苍,茫"
殷益,1,"拥,须,露,馨,香"
房融,1,"零,岭,花,发,凌"
刘夷道,1,"丹,及,作,长,秋"
杨齐哲,1,"地,险,河,光,流"
刘戬,1,"碧,呼,月,难,暗"
孙咸,1,"独,入,烟,霞,谁"
殷陶,1,"花,时,马,棚,水"
黄文,1,"黄,潇,马,画,好"
罗炯,1,"前,二,飞,遮,官"
慕容韦,1,"闽,歌,神,望,北"
王瓒,1,"未,水,夕,到,溟"
赵起,1,"睿,想,凝,神,处"
王言史,1,"南,堕,润,窥,霖"
王揆,1,"人,昔,六,官,会"
韦道逊,1,"日,斜,随,流,响"
钱戭,1,"指,音,多,物,役"
冯少吉,1,"书,少,如,后,惜"
张仲谋,1,"未,天,门,尝,重"
秦尚运,1,"青,山,阴,梦,斗"
李延陵,1,"发,闲,人,花,见"
安鸿渐,1,"端,毫,般,五,间"
李韶,1,"梁,代,度,年,千"
罗维,1,"任,王,同,至,洁"
李建业,1,"簇,道,摇,远,荒"
陈政,1,"清,山,流,风,园"
陈嶰,1,"微,华,见,花,松"
苗仲方,1,"南,宫,原,佳,气"
韩雄,1,"共,寻,随,畦,入"
高越,1,"雪,人,草,浅,原"
周利用,1,"山,叨,天,迥,禅"
李渥,1,"越,王,弄,朝,阳"
张渐,1,"月,分,孤,人,亏"
卢嗣业,1,"未,饘,求,秋,赋"
许三畏,1,"真,本,阆,简,事"
李廷璧,1,"相,难,到,倚,尽"
卢携,1,"姓,卑,屯,叹,用"
崔珪,1,"征,独,暗,愁,孤"
刘济,1,"年,将,功,王,桑"
元载,1,"年,海,秦,到,霰"
余延寿,1,"枝,吹,起,春,娜"
鲍氏君徽,1,"风,高,闻,明,匣"
厍狄履温,1,"沉,更,薄,明,有"
刘子玄,1,"军,妙,营,长,杨"
羊昭业,1,"泽,国,渐,浓,偏"
魏朴,1,"夜,塘,问,玉,况"
崔璐,1,"言,子,人,河,神"
陈黯,1,"玳,瑁,妆,面,满"
欧阳澥,1,"翩,谁,双,后,前"
孙蜀,1,"月,度,那,翁,圆"
梁升卿,1,"意,重,云,入,晋"
吴巩,1,"山,径,逢,皆,胜"
崔信明,1,"月,君,金,我,挂"
郑合,1,"时,春,五,头,状"
李克恭,1,"玄,底,搜,净,月"
程贺,1,"山,曾,昆,庭,洞"
卢尚卿,1,"九,重,从,玉,帐"
徐知仁,1,"照,国,南,日,夏"
陈乘,1,"汗,城,宅,分,岛"
谈戭,1,"指,音,多,物,役"
蔡隐丘,1,"山,当,仙,渡,欲"
唐廪,1,"逗,竹,外,鹤,归"
林嵩,1,"台,深,城,丛,发"
汪极,1,"南,波,玲,珑,影"
蔡希周,1,"天,风,兰,气,冲"
陆扆,1,"曙,梦,温,树,近"
樊晃,1,"南,路,岭,开,先"
裴贽,1,"谬,持,怀,器,业"
史青,1,"今,明,空,园,后"
狄归昌,1,"依,马,下,杨,怨"
朱子奢,1,"神,楸,向,垄,没"
王宏,1,"城,飞,君,叠,莓"
韩仪,1,"短,行,明,色,春"
李屿,1,"动,岳,浩,落,舟"
姚岩杰,1,"公,我,生,报,饭"
朱仲晦,1,"子,我,从,问,林"
王镣,1,"朱,门,击,石,易"
卢骈,1,"寿,夭,冲,更,处"
裴士淹,1,"长,安,月,就,起"
裴铏,1,"文,萤,未,肯,抛"
高湘,1,"谢,安,飞,重,子"
高璩,1,"州,剑,楼,欢,娱"
徐商,1,"朱,照,红,灼,烁"
崔亘,1,"夜,轻,有,今,朝"
杨颜,1,"日,小,家,野,竹"
张汯,1,"年,离,寒,寄,处"
刘元济,1,"玉,关,惊,梦,空"
刘阜,1,"沉,君,宫,闻,思"
郑嵎,1,"玉,山,金,月,相"
李体仁,1,"漠,翩,丹,类,网"
卢栯,1,"图,向,孤,征,雁"
刘璐,1,"隔,楼,徵,朝,客"
王岳灵,1,"漏,肃,残,泠,杳"
崔澹,1,"怪,清,侍,汉,曾"
陆肱,1,"郁,声,栖,代,色"
卢邺,1,"郎,莫,京,楫,舟"
王传,1,"朱,兰,府,色,饶"
潘唐,1,"圣,行,苑,钟,声"
周万,1,"往,著,方,投,刺"
崔安潜,1,"年,四,日,龙,鬣"
刘损,1,"泪,下,将,金,难"
孙纬,1,"谁,秋,追,友,玩"
何仲宣,1,"日,朝,冉,历,罗"
郑洪业,1,"德,梁,汉,土,玉"
韦承贻,1,"成,扰,才,条,烛"
李元操,1,"暧,隐,冠,火,免"
伊璠,1,"同,绣,青,化,四"
牛徵,1,"危,楼,看,草,色"
陶岘,1,"匡,翻,叶,夕,阳"
萧德言,1,"低,身,花,似,雪"
裴澈,1,"章,江,般,两,作"
张演,1,"家,鹅,湖,人,醉"
杨濬,1,"高,生,牖,照,钩"
刘义,1,"鸟,丑,妇,兽,有"
顾封人,1,"亭,皎,芬,发,露"
李拯,1,"紫,宸,长,满,旧"
姚氏月华,1,"春,对,向,君,离"
李嵘,1,"鸡,树,广,到,堤"
陈琡,1,"行,常,止,器,离"
张丛,1,"岩,岫,寒,深,洞"
赵骅,1,"西,掖,郊,远,舟"
赵中虚,1,"游,青,抗,廊,长"
康庭芝,1,"天,俦,将,眉,学"
裴皞,1,"门,生,宦,主,下"
张景源,1,"飞,日,香,辇,凭"
朱褒,1,"归,魂,琶,琵,系"
邓洵美,1,"日,然,词,八,早"
王镕,1,"喜,印,沈,月,然"
李暠,1,"偃,武,千,品,降"
陆坚,1,"惟,圣,主,迈,昔"
程行谌,1,"锵,圣,长,承,帝"
刘辟,1,"下,窗,情,渺,流"
褚琇,1,"华,讲,翠,清,永"
郑颋,1,"幻,有,人,生,还"
张文收,1,"泪,倘,魂,梦,道"
王易简,1,"汩,没,有,职,官"
王希羽,1,"高,金,九,八,第"
李密,1,"襟,沾,古,平,将"
杨奇鲲,1,"风,里,林,狖,啼"
赵叔达,1,"法,栋,令,俚,柔"
南诏骠信,1,"极,避,感,皇,运"
王良会,1,"德,共,气,爽,乐"
王越宾,1,"碧,坞,皇,吾,托"
高力士,1,"两,京,都,味,气"
陈璠,1,"积,空,柯,南,异"
朱元,1,"今,朱,马,竹,昔"
李京,1,"长,却,镜,色,隙"
崔居俭,1,"艰,汉,祀,率,茂"
韦抗,1,"广,经,初,移,律"
崔尚,1,"乐,春,见,催,相"
李恒,1,"宝,愿,英,秀,仙"
刘洞,1,"悠,石,许,水,江"
陈贶,1,"依,景,见,虑,花"
刘升,1,"图,涉,千,钟,洽"
李徵古,1,"欲,开,丹,到,路"
裴光庭,1,"乐,贤,搢,洽,娱"
张义方,1,"家,纷,花,岂,光"
马致恭,1,"曾,天,渚,将,归"
李昉,1,"名,未,初,甘,令"
韦遵,1,"枯,箨,片,湘,荆"
刘坦,1,"金,殿,记,管,州"
杨昭俭,1,"池,园,竹,莲,莫"
宇文融,1,"申,文,杯,玉,酒"
卢文纪,1,"成,仁,九,传,叶"
崔沔,1,"乐,五,侯,座,垂"
张仁溥,1,"折,花,又,却,笼"
韩昭裔,1,"登,如,昭,作,饭"
高辇,1,"野,忧,虽,关,勇"
赵延寿,1,"黄,跑,逢,霜,果"
张隐,1,"位,正,追,更,必"
成辅端,1,"二,秦,顷,千,屋"
李赞华,1,"山,大,小,压,全"
韦冰,1,"时,迢,年,相,莫"
王祝,1,"女,几,即,见,孙"
刘谷,1,"迟,苎,别,惜,乡"
陆贞洞,1,"惆,清,二,第,姬"
崔颂,1,"优,云,真,意,郡"
丘说,1,"孝,视,承,人,兆"
刘畋,1,"云,末,渡,岸,尽"
阎立本,1,"山,巫,高,仙,君"
周祚,1,"春,花,时,莫,风"
胡骈,1,"林,白,荒,池,色"
崔庸,1,"人,莫,丹,客,活"
李旭,1,"凌,蚁,珠,每,被"
孙翃,1,"受,长,秋,阴,尽"
孙定,1,"行,东,明,挂,堂"
刘崇鲁,1,"南,有,都,郑,似"
刘崇龟,1,"碧,幢,渔,钓,溪"
徐仁友,1,"琴,孤,日,落,广"
裴谐,1,"工,似,向,从,蜂"
薛准,1,"旧,谁,速,乞,身"
苏绾,1,"汉,主,惊,春,早"
王涤,1,"年,浣,纱,春,向"
李昌邺,1,"红,应,剡,归,花"
王巨仁,1,"苍,愁,今,但,语"
王硕,1,"姓,教,旧,家,东"
长屋,1,"山,川,异,域,风"
朝衡,1,"衔,命,乡,路,远"
杜常,1,"入,行,朝,雨,作"
房琯,1,"极,信,更,殊,各"
崔禹锡,1,"煌,云,塞,赫,油"
张直,1,"卧,鸡,君,连,春"
荆浩,1,"恣,平,喷,泉,窄"
刘赞,1,"名,人,麻,侵,雪"
周镛,1,"九,路,题,破,崖"
马冉,1,"泠,南,苍,空,暮"
颜荛,1,"言,师,举,即,霞"
张迥,1,"锦,字,蝉,鬓,凋"
蒋肱,1,"尽,江,剪,轻,风"
裴璀,1,"年,龙,泉,乾,休"
萧项,1,"轺,等,门,邻,里"
卢崇道,1,"如,竹,昔,纳,鸟"
高衢,1,"山,南,芳,李,桃"
张绮,1,"洛,云,寄,恨,遗"
李缟,1,"王,谢,会,思,千"
陆翚,1,"灼,青,莺,归,望"
